Network,NetworkE,IP,Ir90,Nr90,Ir180,Nr180,d90,d180,Is90,Ns90,Is180,Ns180,IShared90,NShared90,IShared180,NShared180,pIr90,pIr180,pIs90,pIs180,pIShared90,pIShared180,ORs90,RRs90
B,B: Homogeneous size & staff-to-resident ratio,Const,41.52154366,791.0882536,89.00465842,824.5581206,9.599170602,30.79533729,53.7354861,960.9370104,105.0012003,965.3370552,7,132,20,133,52.5,107.9,55.9,108.8,53,150.4,0.945432694,0.948326414
B,B: Homogeneous size & staff-to-resident ratio,Const,41.51694354,790.2752448,128.8170186,830.8779998,8.56559746,38.03578249,51.52868006,960.9174668,110.1502042,965.0738087,7,131,27,131,52.5,155,53.6,114.1,53.4,206.1,0.996269722,0.99646905
B,B: Homogeneous size & staff-to-resident ratio,Const,41.75787418,792.4897075,100.5103547,825.8500798,10.46810496,32.42740693,53.4210293,960.9902556,104.069031,965.2230431,9,131,24,131,52.7,121.7,55.6,107.8,68.7,183.2,1.253286001,1.235884672
B,B: Homogeneous size & staff-to-resident ratio,Const,42.05551792,795.7928445,105.9320507,832.699408,13.23606892,37.14736183,54.15729686,961.0062461,109.6749446,965.5199486,6,131,18,131,52.8,127.2,56.4,113.6,45.8,137.4,0.803746717,0.812735417
B,B: Homogeneous size & staff-to-resident ratio,Const,41.80468367,790.3973204,180.5281772,859.1804102,8.797517686,59.40167835,51.73132526,960.9108268,124.7225495,965.4890355,13,131,32,133,52.9,210.1,53.8,129.2,99.2,240.6,1.936231923,1.843323412
B,B: Homogeneous size & staff-to-resident ratio,Const,41.87287775,791.2183956,125.7728182,836.0927288,9.157399174,40.36262308,51.21335813,961.0065802,111.3055606,965.4957848,8,131,23,132,52.9,150.4,53.3,115.3,61.1,174.2,1.155431806,1.145939788
B,B: Homogeneous size & staff-to-resident ratio,Const,42.15249215,796.0126975,94.50344766,828.6938013,12.49384082,33.08731292,50.91388535,961.0640795,103.3871071,965.3015624,7,131,16,131,53,114,53,107.1,53.4,122.1,1.009144089,1.008655473
B,B: Homogeneous size & staff-to-resident ratio,Const,41.95501304,792.0187958,125.7698325,837.0231865,10.36827116,40.9903584,51.78551941,960.961749,108.457367,965.2822437,8,131,21,132,53,150.3,53.9,112.4,61.1,159.1,1.141890899,1.133225806
B,B: Homogeneous size & staff-to-resident ratio,Const,42.06810198,790.9680355,131.5497729,835.1925031,9.456764509,41.54168981,50.81124234,960.9592463,111.5960953,965.1406444,11,131,25,131,53.2,157.5,52.9,115.6,84,190.8,1.641964059,1.58805868
B,B: Homogeneous size & staff-to-resident ratio,Const,42.32769674,795.5632796,170.5382012,849.5680442,12.83676897,52.45759947,52.36018572,960.991037,124.038391,965.5218586,5,131,24,132,53.2,200.7,54.5,128.5,38.2,181.8,0.688629716,0.700514078
B,B: Homogeneous size & staff-to-resident ratio,Const,41.93988013,787.8035706,116.2689847,832.2457977,6.540710685,38.26332142,51.83803004,960.9351437,113.1122736,965.2996618,7,131,18,131,53.2,139.7,53.9,117.2,53.4,137.4,0.990006725,0.990540717
B,B: Homogeneous size & staff-to-resident ratio,Const,42.17107187,792.1149524,132.2755329,840.2495532,10.40920479,44.81246636,52.3410894,961.0039442,116.3970982,965.4062872,9,131,23,133,53.2,157.4,54.5,120.6,68.7,172.9,1.280686101,1.261402323
B,B: Homogeneous size & staff-to-resident ratio,Const,42.34571842,795.0492418,72.82080014,817.9378363,12.75206193,25.18875131,52.15604494,960.9369782,93.07944339,964.9299476,6,131,12,131,53.3,89,54.3,96.5,45.8,91.6,0.83636489,0.843859628
B,B: Homogeneous size & staff-to-resident ratio,Const,42.37343062,795.023917,87.99256933,825.3405009,12.63028595,30.84913786,51.07666437,960.9828866,96.94076989,965.1265299,8,132,13,132,53.3,106.6,53.2,100.4,60.6,98.5,1.149323824,1.140273896
B,B: Homogeneous size & staff-to-resident ratio,Const,42.45439572,794.979553,131.7489919,828.6503535,12.58296717,35.41586055,53.65698301,961.0695314,114.5936176,965.3165689,8,131,25,131,53.4,159,55.8,118.7,61.1,190.8,1.099925844,1.093823503
B,B: Homogeneous size & staff-to-resident ratio,Const,42.23241571,789.7013186,114.3686688,834.7041922,7.995510337,39.45358086,52.49960502,960.9122401,106.0016336,965.400621,7,131,21,132,53.5,137,54.6,109.8,53.4,159.1,0.976795128,0.978035083
B,B: Homogeneous size & staff-to-resident ratio,Const,42.47415354,792.7789227,170.3255308,853.7616404,10.61779501,54.83303598,50.64751923,960.919337,121.0121271,965.2903769,9,131,33,131,53.6,199.5,52.7,125.4,68.7,251.9,1.325853678,1.303466784
B,B: Homogeneous size & staff-to-resident ratio,Const,42.59009308,793.9807827,192.8411718,863.1353001,11.88310222,61.5086565,55.4832552,961.0243304,131.7245869,966.1077126,11,131,32,133,53.6,223.4,57.7,136.3,84,240.6,1.496089795,1.4544334
B,B: Homogeneous size & staff-to-resident ratio,Const,42.54431309,792.7710759,90.48889452,824.5734886,10.42407228,31.10668662,52.42956333,961.0008533,103.2005571,965.2803792,8,131,15,132,53.7,109.7,54.6,106.9,61.1,113.6,1.127113481,1.119350826
B,B: Homogeneous size & staff-to-resident ratio,Const,42.44887229,790.8653063,76.89046612,819.8277093,9.402837594,27.34265437,54.70270632,960.9360159,102.2179716,965.3525498,10,131,12,131,53.7,93.8,56.9,105.9,76.3,91.6,1.369133629,1.34095549
B,B: Homogeneous size & staff-to-resident ratio,Const,42.80557013,796.0990465,90.02354298,819.9759962,13.20762247,27.1538904,56.74497451,961.1214352,102.9184097,965.3407172,9,131,19,131,53.8,109.8,59,106.6,68.7,145,1.175721672,1.16364919
B,B: Homogeneous size & staff-to-resident ratio,Const,42.81270999,794.748004,131.3357208,840.7449294,12.25478337,43.62331906,51.55779314,960.9966454,112.4670125,965.4655235,11,131,24,132,53.9,156.2,53.7,116.5,84,181.8,1.616927782,1.565124686
B,B: Homogeneous size & staff-to-resident ratio,Const,43.00123385,797.2227285,142.6539438,843.6558134,13.95570919,46.09272779,52.71646086,961.0655509,118.0351407,965.5836114,10,131,27,131,53.9,169.1,54.9,122.2,76.3,206.1,1.424036658,1.391667447
B,B: Homogeneous size & staff-to-resident ratio,Const,42.67997355,790.5020052,167.6946151,852.6874465,8.853655496,54.71853833,50.00884946,960.9259087,121.1531572,965.3952434,8,131,26,132,54,196.7,52,125.5,61.1,197,1.184723077,1.173442278
B,B: Homogeneous size & staff-to-resident ratio,Const,42.97113741,795.1387319,135.4228492,845.848045,12.17641155,47.1104916,53.75953402,961.0656191,114.7013896,965.7373837,7,131,24,133,54,160.1,55.9,118.8,53.4,180.5,0.952740622,0.955265933
B,B: Homogeneous size & staff-to-resident ratio,Const,43.00663972,795.032738,154.4990915,851.5729351,12.36510702,52.04499316,52.85544089,960.9867821,119.3670327,965.6580172,5,131,24,131,54.1,181.4,55,123.6,38.2,183.2,0.68180224,0.693947193
B,B: Homogeneous size & staff-to-resident ratio,Const,42.76968398,790.4603658,137.0827539,846.006839,8.949198665,47.63396962,52.10877214,960.9184354,116.4794347,965.5422049,10,131,26,132,54.1,162,54.2,120.6,76.3,197,1.44137414,1.407681458
B,B: Homogeneous size & staff-to-resident ratio,Const,42.93398989,792.8710818,155.7739378,836.1683792,10.95837407,41.48073742,52.71244377,960.9618943,122.7717749,965.3691608,9,131,28,131,54.2,186.3,54.9,127.2,68.7,213.7,1.271085229,1.252461053
B,B: Homogeneous size & staff-to-resident ratio,Const,43.12608998,795.5302051,112.7836497,832.4971342,12.54388125,36.898007,54.77599961,961.0628257,108.5841957,965.5385162,7,131,18,131,54.2,135.5,57,112.5,53.4,137.4,0.934010396,0.937536558
B,B: Homogeneous size & staff-to-resident ratio,Const,43.23841834,795.9964186,112.3211854,834.0653067,13.38361684,38.38438767,54.47041804,961.0068446,113.1752959,965.5080869,10,132,21,133,54.3,134.7,56.7,117.2,75.8,157.9,1.364158146,1.336570407
B,B: Homogeneous size & staff-to-resident ratio,Const,43.0573417,791.202883,94.69125812,824.2114557,9.073997527,30.92303591,50.33141841,960.958191,104.8121319,965.2171803,13,133,19,133,54.4,114.9,52.4,108.6,97.7,142.9,1.960032855,1.866195057
B,B: Homogeneous size & staff-to-resident ratio,Const,43.15743791,792.7603403,77.24445749,819.5545003,10.8577086,26.57225527,50.89280989,960.9833837,97.10411101,965.1128059,8,131,13,131,54.4,94.3,53,100.6,61.1,99.2,1.163089304,1.153129652
B,B: Homogeneous size & staff-to-resident ratio,Const,43.08706156,789.9367413,101.239333,827.2716738,8.717253352,33.85282796,51.73192272,960.8918514,103.4721939,965.1421922,8,131,14,132,54.5,122.4,53.8,107.2,61.1,106.1,1.143053457,1.134317368
B,B: Homogeneous size & staff-to-resident ratio,Const,43.27021091,790.498878,112.2015229,830.5429386,8.824860185,37.06353903,49.95033354,960.9167799,107.2807089,965.078558,8,131,19,132,54.7,135.1,52,111.2,61.1,143.9,1.186175266,1.174805784
B,B: Homogeneous size & staff-to-resident ratio,Const,43.58522288,794.6965059,126.5754261,834.9832946,12.07548284,39.43540331,53.89938124,961.0460306,112.7305314,965.4918366,8,131,24,131,54.8,151.6,56.1,116.8,61.1,183.2,1.094658357,1.088877694
B,B: Homogeneous size & staff-to-resident ratio,Const,43.61358729,794.5828458,143.1369317,834.9449285,12.31985158,40.27648268,51.79694453,960.9758802,113.7235898,965.1923704,8,131,28,131,54.9,171.4,53.9,117.8,61.1,213.7,1.141642424,1.132992505
B,B: Homogeneous size & staff-to-resident ratio,Const,43.75735796,794.1037916,80.99691267,822.3037726,11.49482757,28.64378775,54.3711554,961.0859165,100.3172802,965.4631197,6,132,10,132,55.1,98.5,56.6,103.9,45.5,75.8,0.794113957,0.803472414
B,B: Homogeneous size & staff-to-resident ratio,Const,43.80384554,791.8929133,223.8659309,866.5453723,10.2268494,65.56596881,52.92411678,960.9134746,141.0847211,965.7701695,12,131,44,133,55.3,258.3,55.1,146.1,91.6,330.8,1.730061031,1.663185212
B,B: Homogeneous size & staff-to-resident ratio,Const,44.05815871,794.4567883,163.5281778,847.4015048,12.56753039,50.73924198,48.75287811,960.9256158,119.1361337,965.1706068,11,131,25,132,55.5,193,50.7,123.4,84,189.4,1.715095345,1.655049171
B,B: Homogeneous size & staff-to-resident ratio,Const,43.94490643,791.2973014,163.0112244,852.4965896,9.414736431,53.50719028,52.41548949,960.9438588,120.4423901,965.5616158,6,131,26,132,55.5,191.2,54.5,124.7,45.8,197,0.831993789,0.83968873
B,B: Homogeneous size & staff-to-resident ratio,Const,44.1097394,791.0149482,116.0916076,837.4339273,9.312564186,40.69438902,53.5297862,960.9215177,112.0237476,965.4794607,12,131,26,132,55.8,138.6,55.7,116,91.6,197,1.709360222,1.64438066
B,B: Homogeneous size & staff-to-resident ratio,Const,44.21387449,792.4657427,116.7303443,836.9218005,10.69575513,41.14632945,53.72251619,960.9458308,112.9575148,965.4939615,12,131,26,132,55.8,139.5,55.9,117,91.6,197,1.702911749,1.638522886
B,B: Homogeneous size & staff-to-resident ratio,Const,44.50054088,795.5536715,138.1418167,836.8124669,12.71456407,40.2419593,56.87427611,961.1627013,118.9443103,965.9925602,12,131,31,131,55.9,165.1,59.2,123.1,91.6,236.6,1.603339066,1.548071366
B,B: Homogeneous size & staff-to-resident ratio,Const,44.39207723,793.0614705,136.9639813,842.286823,11.46841619,45.23102132,52.64734937,960.9377082,113.2859567,965.5197427,9,131,26,132,56,162.6,54.8,117.3,68.7,197,1.27271415,1.253978063
B,B: Homogeneous size & staff-to-resident ratio,Const,44.70240094,795.6249266,151.7063368,851.9576815,12.48724787,52.68413135,54.27204218,961.0747082,124.3457798,965.9747985,9,131,28,131,56.2,178.1,56.5,128.7,68.7,213.7,1.232591883,1.216612288
B,B: Homogeneous size & staff-to-resident ratio,Const,44.29968196,788.116842,115.8236016,834.7717049,6.869682632,39.05850169,52.29634161,960.8604994,109.1296339,965.3917042,7,131,18,132,56.2,138.7,54.4,113,53.4,136.4,0.98075526,0.981783605
B,B: Homogeneous size & staff-to-resident ratio,Const,44.79619281,795.553533,73.08270292,818.3269291,12.92123444,25.52659449,52.39202389,961.05215,94.89557267,965.0623474,8,131,12,132,56.3,89.3,54.5,98.3,61.1,90.9,1.128031353,1.120212644
B,B: Homogeneous size & staff-to-resident ratio,Const,44.87309179,795.2003881,86.33855989,820.8690611,12.67931851,28.0733958,55.822143,961.0535372,101.5642724,965.3404606,10,132,16,132,56.4,105.2,58.1,105.2,75.8,121.2,1.329208995,1.30426892
B,B: Homogeneous size & staff-to-resident ratio,Const,44.96461553,795.429558,174.84166,857.3511377,12.68620791,58.10239782,52.46661679,961.0193561,127.1593339,965.5878686,10,131,36,133,56.5,203.9,54.6,131.7,76.3,270.7,1.431138652,1.398227305
B,B: Homogeneous size & staff-to-resident ratio,Const,44.94367682,794.6703902,96.42644532,824.1926064,12.1299006,30.24914999,52.38704612,961.0237874,99.71188126,965.2107689,10,131,18,134,56.6,117,54.5,103.3,76.3,134.3,1.433444928,1.400357529
B,B: Homogeneous size & staff-to-resident ratio,Const,45.1605003,795.2745966,137.6776009,845.5073337,12.13131964,47.1163163,55.36999426,961.1562483,114.6914366,965.7795869,8,131,19,131,56.8,162.8,57.6,118.8,61.1,145,1.063986513,1.060078939
B,B: Homogeneous size & staff-to-resident ratio,Const,45.33691694,798.1754655,101.361558,831.2007298,14.41678583,34.76734376,54.9132101,961.1366349,110.4162858,965.727549,8,131,18,132,56.8,121.9,57.1,114.3,61.1,136.4,1.07335486,1.068875174
B,B: Homogeneous size & staff-to-resident ratio,Const,45.20544017,793.0883876,178.9812121,854.0877495,10.79126049,55.23806122,56.61386093,961.040272,129.653264,965.9335458,10,131,33,133,57,209.6,58.9,134.2,76.3,248.1,1.320277105,1.295828471
B,B: Homogeneous size & staff-to-resident ratio,Const,45.28372913,792.886996,197.217205,848.6231156,10.8215702,52.1325275,54.5745498,961.0099429,132.2524562,965.5326888,10,131,42,132,57.1,232.4,56.8,137,76.3,318.2,1.372654767,1.344207839
B,B: Homogeneous size & staff-to-resident ratio,Const,45.40072211,794.7768163,116.0175525,836.7669085,12.20735233,39.89048968,54.64889703,961.0541627,110.6904143,965.6269224,8,131,23,133,57.1,138.6,56.9,114.6,61.1,172.9,1.078762632,1.073952701
B,B: Homogeneous size & staff-to-resident ratio,Const,45.37893303,793.639517,91.64787565,826.9313217,11.04867568,31.85172017,52.87699908,961.0616098,100.1433127,965.2991348,9,131,16,131,57.2,110.8,55,103.7,68.7,122.1,1.267039101,1.248692903
B,B: Homogeneous size & staff-to-resident ratio,Const,45.31679612,792.5394777,91.52995699,825.7285784,10.78374023,32.13045762,56.09739746,960.9625257,105.1650503,965.3696043,7,131,16,132,57.2,110.8,58.4,108.9,53.4,121.2,0.910578712,0.915356949
B,B: Homogeneous size & staff-to-resident ratio,Const,45.28336449,790.5275725,154.4015656,849.5094773,9.163755507,50.79736067,51.85569727,960.9193521,121.646331,965.6272142,14,131,29,131,57.3,181.8,54,126,106.9,221.4,2.097683636,1.980373934
B,B: Homogeneous size & staff-to-resident ratio,Const,45.67726047,796.4879685,106.2879007,829.1828649,13.53788574,33.65746583,52.14667128,960.9965165,104.0679397,965.2239859,7,132,21,132,57.3,128.2,54.3,107.8,53,159.1,0.976008441,0.97728072
B,B: Homogeneous size & staff-to-resident ratio,Const,45.68754492,795.8061119,112.7135773,833.0685113,13.53001239,36.31098126,55.72342427,961.0388372,105.8210082,965.5306595,10,133,21,133,57.4,135.3,58,109.6,75.2,157.9,1.320860663,1.296735801
B,B: Homogeneous size & staff-to-resident ratio,Const,45.53201983,792.8258467,113.2272621,830.9671559,11.09543392,36.9608637,55.18532293,960.9534363,113.2558379,965.4984312,9,131,22,133,57.4,136.3,57.4,117.3,68.7,165.4,1.210810332,1.19632718
B,B: Homogeneous size & staff-to-resident ratio,Const,45.49447577,791.9875481,120.4336707,836.5540457,10.00366616,40.17413914,51.50714008,960.9226531,108.4941401,965.3325841,7,131,19,131,57.4,144,53.6,112.4,53.4,145,0.996715648,0.996891148
B,B: Homogeneous size & staff-to-resident ratio,Const,45.69189465,795.1569642,182.1971736,863.0809622,12.72868248,61.32160739,56.24491146,961.0600643,129.8760326,966.01772,10,131,31,131,57.5,211.1,58.5,134.4,76.3,236.6,1.329508925,1.304355572
B,B: Homogeneous size & staff-to-resident ratio,Const,45.68026247,794.7403366,152.1464313,846.8899934,12.03982864,49.38368455,52.99238942,961.0486737,121.6665582,965.6383587,8,131,27,131,57.5,179.7,55.1,126,61.1,206.1,1.114510442,1.107517438
B,B: Homogeneous size & staff-to-resident ratio,Const,45.82973309,797.2588771,81.39464814,824.3649409,14.05839305,29.61314706,53.42081485,961.0779541,98.02459458,965.3492618,8,131,13,131,57.5,98.7,55.6,101.5,61.1,99.2,1.105086301,1.098668817
B,B: Homogeneous size & staff-to-resident ratio,Const,45.7487027,794.5204966,119.8537464,835.5771296,12.45038037,39.12963678,53.79580562,961.0144813,111.4149457,965.6122699,8,131,22,131,57.6,143.4,56,115.4,61.1,167.9,1.096853036,1.090938347
B,B: Homogeneous size & staff-to-resident ratio,Const,45.73736838,794.1946822,164.6831978,847.5964177,11.68820796,50.29355177,52.3721566,961.0311492,121.2225932,965.5809305,10,131,30,131,57.6,194.3,54.5,125.5,76.3,229,1.433887573,1.400766384
B,B: Homogeneous size & staff-to-resident ratio,Const,45.93859069,795.6414441,95.07903087,828.7790898,13.12165681,33.41032529,54.77835677,961.0502874,101.4946469,965.4643988,6,131,16,135,57.7,114.7,57,105.1,45.8,118.5,0.79412847,0.803557701
B,B: Homogeneous size & staff-to-resident ratio,Const,45.9018713,793.8149903,142.8421889,845.5906766,12.27409685,48.58768508,54.78509275,961.0214318,119.3905082,965.7310676,7,131,22,132,57.8,168.9,57,123.6,53.4,166.7,0.933803348,0.937340573
B,B: Homogeneous size & staff-to-resident ratio,Const,46.09324379,796.8880722,97.67023689,826.5826202,14.39718121,32.0694662,52.72858127,960.9799821,103.3357371,965.2805563,14,131,22,132,57.8,118.2,54.9,107.1,106.9,166.7,2.061114716,1.947713143
B,B: Homogeneous size & staff-to-resident ratio,Const,45.74398561,789.0434907,181.4811367,861.6018097,7.638790626,60.33981635,50.72448364,960.910729,126.5823881,965.733802,8,131,26,132,58,210.6,52.8,131.1,61.1,197,1.167071622,1.156868775
B,B: Homogeneous size & staff-to-resident ratio,Const,46.14195762,795.4897268,117.4667809,836.3496595,13.12643214,39.78168054,53.3191297,961.0129834,108.8802833,965.5186269,8,131,18,132,58,140.5,55.5,112.8,61.1,136.4,1.107238602,1.10068968
B,B: Homogeneous size & staff-to-resident ratio,Const,46.28208095,794.8896177,157.0481052,856.8025963,12.58135583,55.54412534,52.34554685,961.0109892,121.5532457,965.8168203,10,131,25,131,58.2,183.3,54.5,125.9,76.3,190.8,1.43462667,1.401449061
B,B: Homogeneous size & staff-to-resident ratio,Const,46.50387904,797.3325747,152.170183,846.5909176,14.2717493,47.95367663,52.49446281,961.0387901,119.2324514,965.5265662,9,131,28,134,58.3,179.7,54.6,123.5,68.7,209,1.276777745,1.25776248
B,B: Homogeneous size & staff-to-resident ratio,Const,46.43214132,794.7597566,150.3385115,843.6801393,12.34351936,46.30482715,53.25123778,961.0450532,118.6511192,965.6223265,9,132,30,134,58.4,178.2,55.4,122.9,68.2,223.9,1.247368897,1.230502836
B,B: Homogeneous size & staff-to-resident ratio,Const,46.65164883,796.7329849,124.9479119,840.439137,14.00129731,41.93988923,53.60850642,960.99347,110.1893778,965.5984284,14,131,23,132,58.6,148.7,55.8,114.1,106.9,174.2,2.025349815,1.915770445
B,B: Homogeneous size & staff-to-resident ratio,Const,46.34082894,790.1893325,147.0693389,848.0330835,8.705660062,50.11953433,55.1741616,961.0413632,123.0232142,965.8592601,8,131,24,131,58.6,173.4,57.4,127.4,61.1,183.2,1.067858401,1.063714376
B,B: Homogeneous size & staff-to-resident ratio,Const,46.74358634,795.4833923,119.325942,833.2790965,12.91108498,37.21701696,54.28006359,961.0381801,108.412233,965.4415788,10,131,21,131,58.8,143.2,56.5,112.3,76.3,160.3,1.380593212,1.351540295
B,B: Homogeneous size & staff-to-resident ratio,Const,47.19878468,800.5198556,152.0617573,846.870267,16.32873595,48.95820543,52.53474527,961.1053329,119.6114069,965.3654459,7,131,25,132,59,179.6,54.7,123.9,53.4,189.4,0.976311484,0.977577282
B,B: Homogeneous size & staff-to-resident ratio,Const,46.9693103,796.1095266,105.7797275,832.3178369,13.40697636,36.42443711,56.14801254,961.0848176,108.9028603,965.6806441,7,131,15,133,59,127.1,58.4,112.8,53.4,112.8,0.909829928,0.914648176
B,B: Homogeneous size & staff-to-resident ratio,Const,47.20105915,799.1557548,121.0422611,838.532004,16.09976288,41.37950901,56.33346837,961.1440795,114.7423334,965.7244872,7,131,23,131,59.1,144.4,58.6,118.8,53.4,175.6,0.906708212,0.911693269
B,B: Homogeneous size & staff-to-resident ratio,Const,46.98450306,795.2154921,117.0839411,838.2538821,12.42757153,40.72286989,51.24346974,960.983983,108.8500917,965.4251202,12,132,17,133,59.1,139.7,53.3,112.7,90.9,127.8,1.775329652,1.704845139
B,B: Homogeneous size & staff-to-resident ratio,Const,47.01030173,793.0647704,136.89892,843.1803757,11.18746583,45.7822473,54.26464701,961.0362261,114.3005464,965.5753891,9,131,25,131,59.3,162.4,56.5,118.4,68.7,190.8,1.232717598,1.216729366
B,B: Homogeneous size & staff-to-resident ratio,Const,46.9314917,791.2641214,107.2339527,833.7950629,9.752581796,38.22598395,50.82743577,960.9041634,104.325138,965.2383636,8,131,19,132,59.3,128.6,52.9,108.1,61.1,143.9,1.164567549,1.154517622
B,B: Homogeneous size & staff-to-resident ratio,Const,47.20394212,792.6042128,157.2293496,853.6649037,10.97445233,54.57117758,51.89087869,960.8913999,117.5954574,965.4643462,13,131,32,131,59.6,184.2,54,121.8,99.2,244.3,1.929898428,1.837618431
B,B: Homogeneous size & staff-to-resident ratio,Const,47.33112626,794.314466,117.0049391,834.1231158,11.96805139,39.06656029,55.47491015,961.0530178,114.6743927,965.6356635,10,131,22,132,59.6,140.3,57.7,118.8,76.3,166.7,1.349099363,1.322450556
B,B: Homogeneous size & staff-to-resident ratio,Const,47.47036481,796.4310332,157.2014838,846.9081472,13.71460126,48.73217727,54.35123142,961.0874142,120.6317813,965.5721122,7,131,27,132,59.6,185.6,56.6,124.9,53.4,204.5,0.941776638,0.94488781
B,B: Homogeneous size & staff-to-resident ratio,Const,47.59264299,794.871406,137.2379815,843.1271731,12.22985199,45.19368914,52.86619689,961.0735657,113.253329,965.54954,6,131,18,131,59.9,162.8,55,117.3,45.8,137.4,0.824609226,0.832642391
B,B: Homogeneous size & staff-to-resident ratio,Const,47.56868671,793.8290792,96.45427408,828.3391042,11.5595478,33.43379927,54.0073034,961.0155454,103.1981433,965.3535614,7,132,16,134,59.9,116.4,56.2,106.9,53,119.4,0.940473942,0.943630627
B,B: Homogeneous size & staff-to-resident ratio,Const,47.82740404,796.4022645,171.7897368,843.4429487,13.82668311,45.72481239,52.01166859,960.9112355,121.0485645,965.4293483,8,131,30,133,60.1,203.7,54.1,125.4,61.1,225.6,1.136579937,1.128239177
B,B: Homogeneous size & staff-to-resident ratio,Const,47.75667095,795.0684289,104.0657117,830.2680104,12.80090744,34.62764444,53.26864279,961.010199,102.2691848,965.3273498,9,131,18,131,60.1,125.3,55.4,105.9,68.7,137.4,1.257109953,1.23944591
B,B: Homogeneous size & staff-to-resident ratio,Const,47.858881,795.9828248,78.55118802,819.3741304,13.70450406,26.13868459,55.55430332,960.985541,97.53254504,965.2122475,9,131,15,132,60.1,95.9,57.8,101,68.7,113.6,1.202321039,1.18842112
B,B: Homogeneous size & staff-to-resident ratio,Const,47.80651488,794.836765,157.0795491,854.9611388,12.21842067,54.98519278,55.20719045,961.0378768,121.9580591,965.8180866,9,131,25,132,60.1,183.7,57.4,126.3,68.7,189.4,1.210414344,1.195958397
B,B: Homogeneous size & staff-to-resident ratio,Const,47.78741526,793.8063262,110.6833103,832.929079,12.17678187,37.18718375,52.81271589,960.9031574,106.469016,965.2597501,9,131,23,132,60.2,132.9,55,110.3,68.7,174.2,1.268449792,1.250006676
B,B: Homogeneous size & staff-to-resident ratio,Const,48.14816324,797.8259152,143.6711617,842.8409495,14.90818022,46.46206771,54.66159194,961.0626561,114.9362741,965.5133113,6,131,25,132,60.3,170.5,56.9,119,45.8,189.4,0.795938236,0.805284577
B,B: Homogeneous size & staff-to-resident ratio,Const,48.13765642,797.0485406,82.1410621,823.5144569,14.30891561,28.88725669,52.642939,961.0580496,97.31839195,965.3072543,11,131,13,132,60.4,99.7,54.8,100.8,84,98.5,1.581814897,1.532960211
B,B: Homogeneous size & staff-to-resident ratio,Const,48.03340049,794.6015501,121.7033434,832.4503592,12.48123097,38.02429569,56.47346956,961.0034663,115.0456622,965.5250118,9,131,24,135,60.4,146.2,58.8,119.2,68.7,177.8,1.181574697,1.1691001
B,B: Homogeneous size & staff-to-resident ratio,Const,48.03069388,794.4072375,155.5907096,842.5012442,11.76853965,45.39119903,54.11007907,961.0040765,123.1339378,965.589329,11,131,32,132,60.5,184.7,56.3,127.5,84,242.4,1.536348702,1.491311788
B,B: Homogeneous size & staff-to-resident ratio,Const,48.11658195,795.6552794,139.2031867,846.5823192,13.19082288,47.50305091,55.82451523,961.0094942,119.4129865,965.8038365,6,131,25,133,60.5,164.4,58.1,123.6,45.8,188,0.778311801,0.788465459
B,B: Homogeneous size & staff-to-resident ratio,Const,47.87142715,791.338939,149.4437765,846.0238902,9.632253933,47.9379568,55.43621885,960.876766,121.7714333,965.6944874,10,131,26,131,60.5,176.6,57.7,126.1,76.3,198.5,1.34983588,1.323130851
B,B: Homogeneous size & staff-to-resident ratio,Const,48.24068893,796.2736103,150.0639051,848.675842,13.53847462,51.15995859,55.25629615,961.1276412,122.8921294,965.6840514,12,131,28,133,60.6,176.8,57.5,127.3,91.6,210.5,1.653175788,1.593342891
B,B: Homogeneous size & staff-to-resident ratio,Const,48.26041142,796.3847617,125.3025251,836.3964515,14.22470577,40.15536038,57.24532817,961.0073587,115.1670869,965.6663415,11,131,25,134,60.6,149.8,59.6,119.3,84,186.6,1.447189761,1.409639476
B,B: Homogeneous size & staff-to-resident ratio,Const,47.91154602,789.3947428,134.0741422,844.061295,7.724064777,45.92292297,53.17847558,960.9529487,117.194352,965.5999082,9,131,22,132,60.7,158.8,55.3,121.4,68.7,166.7,1.259287119,1.2414735
B,B: Homogeneous size & staff-to-resident ratio,Const,47.99433377,789.8324816,187.1821384,863.5948411,8.092580131,62.59667858,52.76080843,960.970604,131.5671401,965.8535049,12,131,39,132,60.8,216.7,54.9,136.2,91.6,295.5,1.735837334,1.668432388
B,B: Homogeneous size & staff-to-resident ratio,Const,48.58991912,797.5667565,152.9085424,850.6070869,14.88458753,51.12958665,52.4423896,961.0082919,122.8835163,965.676804,11,131,30,132,60.9,179.8,54.6,127.3,84,227.3,1.588127626,1.538742864
B,B: Homogeneous size & staff-to-resident ratio,Const,48.48188278,794.4802296,207.6118093,873.4711312,12.0279386,70.11538556,55.11952692,961.1220792,137.7755654,966.1461707,12,131,40,132,61,237.7,57.3,142.6,91.6,303,1.657517889,1.597287243
B,B: Homogeneous size & staff-to-resident ratio,Const,48.67855076,796.5258603,142.2924991,848.4522464,13.39319943,50.57990711,52.86689633,961.0338178,116.4489679,965.3950437,9,131,27,131,61.1,167.7,55,120.6,68.7,206.1,1.267256546,1.248895409
B,B: Homogeneous size & staff-to-resident ratio,Const,48.69446154,795.4585123,168.8504136,855.9181338,13.14257255,56.73855006,54.66848011,961.0607105,124.7882036,965.7929435,8,131,31,132,61.2,197.3,56.9,129.2,61.1,234.8,1.078360695,1.073575309
